10184,2, [0.9773262143135071 -0.6690449118614197 1.1986846923828125 0.8615875244140625 -0.17334558069705963]
10233,2, [-0.10281797498464584 -0.10435976088047028 -0.0411786213517189 -0.05702585354447365 -0.03361838310956955]
10247,2, [0.7838852405548096 0.3427882194519043 0.605324923992157 -0.012575368396937847 0.36632850766181946]
10279,3, [-0.4316056966781616 -0.3164306879043579 -0.049604784697294235 -0.0356847383081913 -0.18196655809879303]
10283,1, [0.09764722734689713 -0.037312351167201996 -0.013646570034325123 0.022072631865739822 0.030680738389492035]
1029,18, [-0.6273313760757446 -1.4006273746490479 -0.20798486471176147 0.49930569529533386 1.676224946975708]
10292,1, [0.11889321357011795 0.20262989401817322 -0.02741047739982605 -0.030379895120859146 0.004881496075540781]
10297,1, [0.34226539731025696 0.6774399876594543 0.5374454855918884 0.30062127113342285 0.3786422312259674]
10323,6, [-0.23580880463123322 -0.029812611639499664 -0.14585521817207336 0.20454400777816772 0.2532799243927002]
10332,5, [-0.4046309292316437 -0.0659310445189476 -0.1261337250471115 -0.41690415143966675 -0.3195810616016388]
10369,1, [-0.11718841642141342 -0.22961905598640442 -0.1125994324684143 -0.07512868940830231 0.392025351524353]
10373,315, [-0.3072763681411743 -0.28455018997192383 0.2749292552471161 0.735763430595398 -0.739787220954895]
10409,55, [-0.13335518538951874 -0.5524809956550598 0.03546367958188057 0.8650062680244446 -0.00707651162520051]
10431,6, [-0.41774988174438477 0.010443048551678658 0.31703680753707886 -0.011197390966117382 0.302110880613327]
10445,145, [1.768680453300476 0.08626679331064224 0.9039085507392883 -0.8866379857063293 -0.8815152645111084]
1047,5550, [0.16816912591457367 0.35065335035324097 0.10507328063249588 0.45107510685920715 -0.4245583713054657]
10477,45, [-0.14424625039100647 0.04746556654572487 0.01965356059372425 0.4840206801891327 0.7532175183296204]
10481,3, [-0.12433139979839325 0.26634252071380615 -0.2534058094024658 -1.1299387216567993 1.1375391483306885]
10495,12, [-0.29762184619903564 -0.8783643841743469 -0.850791871547699 -0.34076428413391113 0.4240272641181946]
10503,3, [-0.045150868594646454 -0.0014136901590973139 0.057259682565927505 0.06004946678876877 -0.006396082229912281]
10508,15, [-0.3614282011985779 -0.8902566432952881 0.3758918344974518 0.5402796268463135 0.5655347108840942]
1051,3060, [-0.3535487651824951 -0.5514174699783325 0.04261744022369385 0.18841099739074707 0.004911390598863363]
10517,40, [-0.617136538028717 -0.14696398377418518 -0.31254810094833374 -0.9342221021652222 -0.45273542404174805]
10535,2, [0.5104314088821411 -0.3821827471256256 0.18010228872299194 -0.12618717551231384 0.5909231305122375]
1056,30, [-0.3364972770214081 -0.5844959616661072 -0.07556360214948654 -0.26262789964675903 0.17615047097206116]
10562,8, [-0.014607555232942104 -0.0061920140869915485 -0.15823820233345032 0.06735803931951523 -0.015033483505249023]
10571,15, [-0.03164517134428024 0.6632376313209534 -0.017849672585725784 0.20939257740974426 0.3758710026741028]
10585,1, [-0.22928810119628906 0.08358485251665115 0.13669322431087494 0.18463841080665588 -0.49507972598075867]
10594,25, [0.10954352468252182 -0.42619678378105164 0.7350284457206726 0.13570289313793182 0.2696084678173065]
10599,1, [-0.12601135671138763 -0.04102005437016487 0.2571324408054352 0.07403569668531418 0.5120816826820374]
1060,20, [-0.27494192123413086 1.2777016162872314 -0.797130823135376 -0.7303005456924438 -0.12606897950172424]
10616,1, [0.20255400240421295 -0.3295256495475769 -0.04625317454338074 0.3612869381904602 0.13167478144168854]
10625,10, [-0.26745304465293884 0.17299935221672058 0.5766992568969727 -0.3345930278301239 0.3172798752784729]
1065,50, [-0.46288231015205383 -0.3471410572528839 -0.4098222255706787 1.3369669914245605 -0.8317384719848633]
10652,75, [0.06326985359191895 -0.15631535649299622 0.3735377788543701 0.8373714089393616 -0.3020113706588745]
10657,3, [0.014939716085791588 -0.11187323927879333 0.13621243834495544 -0.019173813983798027 0.03977654501795769]
10666,45, [-0.4858035147190094 -0.2810094654560089 0.041023336350917816 0.4189431369304657 0.48593708872795105]
10675,30, [-0.13898968696594238 -0.44172489643096924 0.4860323667526245 0.2686435282230377 -0.07552632689476013]
1074,2, [0.16395676136016846 -0.24429631233215332 -0.16741394996643066 -0.0572688952088356 -0.028515176847577095]
10742,2, [-0.07231438159942627 -0.35491153597831726 0.2530123293399811 -0.2983485758304596 0.7406063675880432]
10747,35, [-0.5850564241409302 -0.2957984507083893 0.12983357906341553 0.5224634408950806 0.22824861109256744]
10756,9, [-0.6306114196777344 0.03174714744091034 0.09544023126363754 0.02410445362329483 0.4893007278442383]
10783,1, [-0.10110887140035629 0.073214091360569 -0.12453249841928482 0.255546510219574 -0.46410858631134033]
10788,12, [-0.11408984661102295 -0.0380137637257576 0.0023249380756169558 0.44789960980415344 0.039375241845846176]
10800,36, [-0.362137109041214 -0.11094126105308533 -0.09638925641775131 0.26204556226730347 0.4503936469554901]
10805,6, [-0.8301445841789246 -0.6181067228317261 -0.17515870928764343 -0.32266104221343994 0.0025684144347906113]
10819,15, [0.10704602301120758 -0.392142653465271 0.46691015362739563 -0.11928807199001312 0.32595211267471313]
10828,4, [0.2911370098590851 0.4540085196495056 -0.6089845299720764 0.4408223330974579 0.12731561064720154]
1083,6, [-0.15345346927642822 0.033722635358572006 0.028890537098050117 -0.032770540565252304 0.034725409001111984]
10837,360, [0.31151682138442993 -0.8195685148239136 0.009941073134541512 0.7835562825202942 0.033509761095047]
10846,85, [1.1132034063339233 -0.03005683235824108 -1.6993341445922852 0.812241792678833 -0.2442963868379593]
10864,1, [0.5715739130973816 -0.6326582431793213 0.18555952608585358 -1.559695839881897 0.016564426943659782]
10878,1, [0.6321067214012146 -0.5445185899734497 -0.040079861879348755 0.5546215772628784 0.07875373959541321]
1088,6, [0.813652515411377 -0.4465664327144623 0.8238406181335449 -0.37914833426475525 -0.4275008738040924]
10882,10, [0.23106026649475098 -0.2793382704257965 0.45405134558677673 -0.46453559398651123 0.8963292241096497]
10887,10, [0.13205775618553162 -0.8586609959602356 -0.09255357086658478 0.047657229006290436 -0.13360948860645294]
10891,1, [0.08078433573246002 -0.01663246937096119 -0.07189600169658661 -0.03637630119919777 -0.07495129853487015]
10896,100, [-0.0013886811211705208 -0.10369422286748886 0.04203830659389496 0.641811728477478 0.46577900648117065]
10913,2, [-0.2549135982990265 -0.07033778727054596 -0.5961674451828003 0.4601222574710846 0.5289686322212219]
1092,1, [0.09613584727048874 0.06991352885961533 -0.05219372734427452 0.02280043438076973 0.024756252765655518]
10931,2, [-0.15437749028205872 0.006293614860624075 0.12192782014608383 -0.06832954287528992 -0.09642462432384491]
10954,55, [1.2774174213409424 -0.3098192512989044 0.5154621601104736 0.9205431342124939 0.6000453233718872]
10968,2, [-0.07230273634195328 0.01615968532860279 0.04304669797420502 0.10279487818479538 0.18615050613880157]
1097,640, [-0.28255176544189453 0.9777061343193054 -0.7970361113548279 0.4393174648284912 0.12011940777301788]
10981,4, [-0.039589155465364456 0.008247822523117065 -0.06141474097967148 -0.056398905813694 0.006729820743203163]
1100,4, [-0.047448813915252686 -0.08481495082378387 0.12833581864833832 0.12257883697748184 -0.06200650334358215]
11007,25, [0.43946951627731323 0.1989264339208603 0.19056981801986694 -0.9363561868667603 0.6082846522331238]
11011,60, [-0.3606698215007782 -0.24354633688926697 0.07359020411968231 0.3106445372104645 0.23735272884368896]
11025,20, [0.2523654103279114 -0.564059853553772 -0.27330857515335083 0.6127477288246155 1.054740309715271]
11039,15, [-0.1731172353029251 -0.3053227961063385 1.1607871055603027 0.12667731940746307 0.11998575925827026]
1105,185, [-0.36665838956832886 0.9020658135414124 0.6416913866996765 1.1332156658172607 0.549986720085144]
11070,1, [-0.03922338783740997 0.1858806312084198 0.18386471271514893 -0.23163428902626038 0.46521976590156555]
11075,10, [-0.072634257376194 -0.07112333178520203 -0.2924881875514984 0.15430326759815216 -0.06502484530210495]
11084,25, [-0.5177019238471985 -0.8135914206504822 0.7340705990791321 0.2972430884838104 0.5043920874595642]
11093,3, [-0.04070300981402397 -0.09778691828250885 0.08127444237470627 0.05350559949874878 -0.10544760525226593]
1114,110, [0.4631319046020508 0.3575485646724701 -3.041045665740967 1.1788195371627808 0.40389758348464966]
11142,4, [0.22235913574695587 -0.00928747933357954 -0.17211908102035522 0.23198524117469788 0.035110969096422195]
11151,4, [-0.6784425377845764 -1.0500179529190063 0.41958126425743103 -0.1165885329246521 0.5550042986869812]
11160,1, [0.4664430618286133 0.08960568904876709 0.1930297613143921 0.0036087953485548496 0.07063441723585129]
11188,4, [-0.5978971719741821 0.16966570913791656 -0.7207361459732056 -0.7199123501777649 0.5959804058074951]
1119,2, [-0.13541609048843384 -0.5204077363014221 0.1825180947780609 0.39373067021369934 0.25868308544158936]
11205,45, [-0.14805756509304047 -0.19229798018932343 -0.11136823892593384 -0.23665590584278107 0.1228724792599678]
11223,5, [-0.1890232414007187 0.09546276181936264 0.13404347002506256 0.010308775119483471 0.017049524933099747]
1128,6, [0.3467950224876404 -0.13986970484256744 -0.7867496013641357 0.0749751478433609 -0.33430060744285583]
11291,45, [0.3792652189731598 0.5627182722091675 0.39693009853363037 -0.7354881167411804 -0.1440885215997696]
1132,10, [0.2428862601518631 -0.054640647023916245 -0.06718622148036957 0.15415573120117188 0.025991978123784065]
11322,6, [0.1264800876379013 0.2627509832382202 -0.736810028553009 -0.3012688159942627 0.2461492419242859]
11336,1, [0.10013609379529953 -0.00204276479780674 -0.04698093608021736 0.03333556652069092 -0.08583942800760269]
11345,2, [-0.09952837228775024 -0.02582509070634842 0.07917245477437973 -0.07973557710647583 -0.06420856714248657]
11359,2, [0.13035108149051666 -0.14487728476524353 0.04974617063999176 0.026729432865977287 -0.0807838886976242]
1137,10, [1.0258044004440308 1.237768530845642 0.25219589471817017 0.21971425414085388 0.43938735127449036]
11377,2, [-0.10355665534734726 -0.025694476440548897 0.052829429507255554 -3.7264000275172293E-4 -0.05348522961139679]
11381,1, [0.5178443789482117 -0.39217206835746765 0.5229930281639099 0.5466684103012085 -0.3692626953125]
1141,10, [-0.9771804809570312 0.3149421215057373 -0.07853583246469498 -0.6997870802879333 -0.4428822696208954]
11412,80, [0.6889175176620483 -0.354785293340683 -0.03589406609535217 0.5003048181533813 -0.05787147581577301]
11458,4, [-0.2448713779449463 0.17723406851291656 -0.14974400401115417 0.0024893011432141066 -0.07920962572097778]
1146,3, [-0.044623181223869324 0.4681629240512848 0.020663831382989883 -0.19084279239177704 -0.424237459897995]
11462,3, [-0.10641638934612274 -0.13237719237804413 -0.050602976232767105 0.34822696447372437 0.08466604351997375]
11467,1, [-0.3992224931716919 -0.3731418550014496 -0.7437875270843506 -0.37226954102516174 0.48983022570610046]
11471,30, [-0.22041837871074677 -0.7633568048477173 0.10458865016698837 -0.13700151443481445 0.3598523736000061]
11494,4, [-0.7465049624443054 -0.3645271062850952 -0.013513616286218166 -0.06722882390022278 0.1561513990163803]
11511,15, [0.553188145160675 -0.276405394077301 -0.20284968614578247 0.007298108655959368 0.7222574949264526]
11543,1, [-0.3109804391860962 -0.264995276927948 -0.1994720846414566 0.42417940497398376 -0.09112010896205902]
11552,6, [-0.4498927593231201 -0.2583311200141907 0.20214584469795227 -0.010522468015551567 0.33099326491355896]
11633,55, [-0.32035720348358154 -1.1035593748092651 0.4157143533229828 0.8286389708518982 0.0415191613137722]
11660,25, [-0.8326221108436584 0.07195035368204117 0.2846718430519104 -0.17427854239940643 0.33122387528419495]
11679,16, [0.018233098089694977 0.4358465373516083 0.4782126545906067 0.18384221196174622 0.06498422473669052]
1169,96, [0.5605309009552002 -0.5047307014465332 -0.2031494677066803 0.5419974327087402 0.24309855699539185]
11692,3, [-0.48742958903312683 0.13185641169548035 -0.18861907720565796 0.4906322658061981 1.2875661849975586]
11697,6, [-0.13345400989055634 0.049851320683956146 -0.21201829612255096 0.08490703999996185 0.3012576103210449]
11700,1, [-0.12393305450677872 0.4153568744659424 0.751420259475708 -0.30849963426589966 0.6421055197715759]
11714,225, [0.23820406198501587 0.13331575691699982 -0.060589998960494995 0.5408023595809937 -0.6865759491920471]
11723,1, [-0.5018495321273804 0.8392571210861206 0.6495035886764526 -0.11199831962585449 0.24706624448299408]
11737,4, [0.8243688344955444 0.2884064018726349 0.7127038836479187 0.27793046832084656 0.296358197927475]
11741,6, [-0.3695255517959595 -0.07957151532173157 0.06570281833410263 0.37747707962989807 0.034757860004901886]
11755,1, [0.2699124813079834 -0.24070098996162415 0.011022360995411873 0.024436239153146744 -0.5601425170898438]
11764,2, [0.1543085277080536 0.43928760290145874 -0.410291463136673 -0.02656717225909233 0.38598746061325073]
11769,2, [-0.013202673755586147 0.10105237364768982 -0.2609699070453644 0.3548637628555298 0.06784804910421371]
1178,1, [0.18534024059772491 0.14771361649036407 0.515190839767456 -0.4972221255302429 0.32060572504997253]
11787,40, [-0.7836967706680298 0.32460495829582214 -0.6328948140144348 -1.0914580821990967 0.20257189869880676]
11809,2, [0.41117599606513977 -0.10078031569719315 0.19297176599502563 0.2615815997123718 0.15089477598667145]
11813,1, [0.5711679458618164 -0.12099377065896988 0.725175678730011 0.23075076937675476 0.1688724160194397]
11822,21, [-0.6227409839630127 -0.20500317215919495 0.1721627563238144 0.7576850056648254 0.36203110218048096]
11827,55, [-0.3912099003791809 0.2884525954723358 -0.23823116719722748 0.31522250175476074 0.6855074167251587]
11836,3, [0.33108630776405334 -0.08300922065973282 -0.006823446601629257 0.35971856117248535 -0.2143983244895935]
11863,16, [1.3309736251831055 0.8537500500679016 0.4132722020149231 -0.441001296043396 0.5907398462295532]
1187,36, [1.343753695487976 -1.6811667680740356 -1.2507861852645874 -2.315086841583252 -0.677271842956543]
11872,2, [-0.04084237664937973 -0.014546302147209644 0.02236497960984707 0.14765015244483948 0.03934115916490555]
11886,6, [-0.27008354663848877 -0.9746538996696472 0.24488915503025055 0.016420431435108185 0.2972028851509094]
11890,75, [-0.41818541288375854 -0.08185634762048721 -0.45056790113449097 0.24452511966228485 0.34332096576690674]
11917,16, [0.10813957452774048 -0.05247436836361885 0.4602257013320923 0.4693615734577179 0.6098623275756836]
11935,1, [-0.29054737091064453 -0.4133928418159485 -0.0876292809844017 -0.4019087255001068 -0.10706444084644318]
11944,3, [-0.018119916319847107 -0.05650714039802551 -0.02415408194065094 -0.15323255956172943 0.18810276687145233]
11953,150, [-0.3253551423549652 -0.38544905185699463 0.10459044575691223 0.935043215751648 -0.16805799305438995]
11958,1, [0.06286239624023438 -0.030007202178239822 -0.39467108249664307 -0.4130958914756775 -0.001046895980834961]
11980,1, [0.07181217521429062 -0.04172058403491974 0.0074195582419633865 0.036385394632816315 0.09175229072570801]
11999,25, [0.08579178154468536 0.45877397060394287 0.39649730920791626 0.19689470529556274 -0.26232409477233887]
12,3015, [0.062249988317489624 -0.32395458221435547 -0.28653207421302795 0.9050319194793701 0.6156957149505615]
12006,1, [-0.11712232232093811 -0.01191897876560688 -0.06052285432815552 0.061993759125471115 0.2872118055820465]
12010,4, [-0.22300857305526733 -0.00862975511699915 -0.09223998337984085 0.2547641396522522 0.1264331191778183]
12029,1, [0.08379089087247849 -0.17673760652542114 0.12399750202894211 0.15446999669075012 0.38240522146224976]
12047,20, [-0.25640276074409485 -0.20789267122745514 -0.6867154836654663 0.21240998804569244 0.4720841646194458]
12056,100, [0.44348862767219543 -1.428826093673706 0.24522925913333893 -0.10303258895874023 0.027907682582736015]
12079,2, [-0.790248453617096 0.13330020010471344 0.6189552545547485 0.1741623878479004 -0.11864248663187027]
12092,6, [-0.08271461725234985 1.027201771736145 0.11315833777189255 0.11425633728504181 0.5374596118927002]
12097,1, [-0.20410756766796112 8.984934538602829E-6 0.21523356437683105 0.15880733728408813 0.1403133124113083]
12114,10, [-0.07619024813175201 0.041735514998435974 -0.014646417461335659 0.005946091841906309 -0.06596186757087708]
12119,100, [0.7533838152885437 -0.6794408559799194 1.0220537185668945 -1.6667022705078125 0.6707990169525146]
12128,4, [-0.07802797108888626 1.038957118988037 -0.02698824182152748 -0.4230583906173706 -0.21945765614509583]
12141,50, [-0.20755800604820251 -0.3139658272266388 -0.0754101425409317 -0.3500557243824005 0.706570565700531]
12146,40, [0.7120007276535034 0.11499005556106567 0.11554012447595596 0.44633302092552185 0.16763532161712646]
12155,1, [-0.5283625721931458 -9.822552092373371E-4 0.6723878383636475 -0.5693415999412537 0.17039921879768372]
12164,4, [-0.30837151408195496 -0.1692209243774414 0.03997091203927994 0.16230659186840057 0.19547857344150543]
12178,55, [-0.2838241159915924 0.14347819983959198 0.4636990427970886 -0.7900446653366089 0.5988779067993164]
1218,45, [-0.4669910967350006 -0.043377261608839035 0.17280955612659454 -0.05129174515604973 0.3873121738433838]
12222,165, [0.05942610278725624 0.41905447840690613 -0.0859980434179306 0.4954802393913269 -0.16650409996509552]
12227,2, [-0.004850100260227919 -0.14602099359035492 0.1371346116065979 -0.05237678065896034 0.14270223677158356]
12231,2, [0.2298998236656189 -0.21818877756595612 -0.19235612452030182 0.3926842510700226 0.1971263587474823]
12263,15, [-0.03001251071691513 0.8964324593544006 -0.48700711131095886 -0.26776349544525146 0.18702912330627441]
12268,1, [-0.0851902961730957 0.09971783310174942 -0.05757951736450195 -0.02265315130352974 -0.019581008702516556]
12290,9, [0.23238606750965118 -0.02943253144621849 1.036550521850586 -0.5248668193817139 0.7093427181243896]
12295,80, [0.1667022705078125 -0.25073063373565674 0.5661997199058533 0.2641582489013672 0.5804030895233154]
12303,1, [0.3708878457546234 0.23406462371349335 0.3938691020011902 -1.1861374378204346 -0.02550368197262287]
12317,1, [0.08454108238220215 0.02456636168062687 0.11299305409193039 0.07506655901670456 0.04527266323566437]
12330,4, [0.6682819724082947 0.4122805595397949 0.19768142700195312 0.38650447130203247 0.035969190299510956]
12371,1, [0.09609886258840561 -0.03966660797595978 -0.1748409867286682 0.07842498272657394 -0.0376754030585289]
12439,110, [-0.6397873163223267 -0.09256315976381302 0.04407006874680519 0.42803552746772766 0.180099219083786]
1245,20, [0.2585790157318115 -0.020110439509153366 0.21936845779418945 -0.05593521520495415 0.25489845871925354]
12457,16, [0.7839227318763733 0.9379427433013916 0.0981220155954361 -0.2914104759693146 0.8762562274932861]
12538,1, [0.6654472947120667 4.90938313305378E-4 0.2734330892562866 -0.47944554686546326 0.3420434892177582]
1254,4, [-0.0646589994430542 0.28967899084091187 -0.02599724382162094 -0.1511804461479187 0.36711040139198303]
12542,28, [-0.7506701946258545 1.046111822128296 0.06796298921108246 -0.4912462830543518 0.9587322473526001]
12556,2, [-0.2213095724582672 -0.3590434193611145 0.26681089401245117 0.46154528856277466 0.5526058673858643]
12560,15, [0.1948976218700409 -0.09327879548072815 0.39506658911705017 0.15502919256687164 0.11745593696832657]
12574,2, [-0.25574448704719543 -0.06880295276641846 -0.19182738661766052 0.1937544345855713 0.2678336501121521]
12579,30, [-1.0217663049697876 0.16731177270412445 -0.5172638893127441 -1.1685791015625 -0.49850571155548096]
12583,19, [1.1893285512924194 -2.0268685817718506 -0.484220415353775 -1.2028635740280151 -1.0190675258636475]
12588,50, [0.06051988527178764 -0.48408058285713196 -0.5466507077217102 -0.24772149324417114 -0.21056564152240753]
12628,9, [-0.6827024817466736 -0.3047376275062561 -0.6384326219558716 -0.5087622404098511 0.013455657288432121]
1263,4, [0.32681718468666077 -0.5633516311645508 0.20922745764255524 0.20414231717586517 0.18443357944488525]
12637,190, [-0.618093729019165 -0.6382189989089966 -0.1581885665655136 -0.22103701531887054 -0.11757728457450867]
12641,6, [0.2450307160615921 0.7847104072570801 -0.2938441336154938 0.012748342007398605 0.1278749406337738]
12646,4, [0.41865503787994385 -0.2451103925704956 0.5731655955314636 0.22971516847610474 0.17670585215091705]
12673,50, [-0.45746174454689026 -0.5864028334617615 -0.44619467854499817 0.2546020746231079 -0.17917662858963013]
12678,55, [0.5551699995994568 -0.44426026940345764 0.5165805816650391 0.9285781979560852 0.23068074882030487]
1268,665, [0.3608801066875458 -0.3670249879360199 0.08478943258523941 0.7036867737770081 0.5032786726951599]
12682,1, [0.21254870295524597 -0.1606902778148651 -0.09459342807531357 0.3044124245643616 0.15187354385852814]
12691,50, [0.27716559171676636 0.19042624533176422 0.18949158489704132 0.48954352736473083 0.2649705111980438]
12704,2, [0.36697331070899963 -0.3148418664932251 0.020583437755703926 0.6306005120277405 0.41397011280059814]
1272,95, [-0.2738296687602997 -1.3755813837051392 -1.7486532926559448 -1.7698974609375 0.42631781101226807]
12722,12, [-0.16069230437278748 -0.010441885329782963 0.08284667134284973 0.16791552305221558 0.4057096242904663]
12731,50, [-0.3885866105556488 -0.16446684300899506 -0.0377470962703228 0.16964246332645416 0.42649126052856445]
12763,1, [-0.3654397428035736 -0.2299637794494629 -0.14477753639221191 -0.058539047837257385 -0.10436137765645981]
12777,3, [0.4288097023963928 0.0032737739384174347 -0.17178912460803986 0.48146313428878784 -0.14656710624694824]
12786,30, [-1.4623063802719116 0.3235698938369751 -0.20216725766658783 -1.0521223545074463 -0.6516814827919006]
12812,1, [0.13481467962265015 0.03605154901742935 0.11940578371286392 0.05360723286867142 0.031151633709669113]
12821,10, [0.5644739866256714 0.027681982144713402 0.4741518795490265 -0.04948796331882477 -0.1677117645740509]
12835,75, [-0.49092841148376465 -0.534398078918457 0.1010170429944992 -0.06962642073631287 -0.02283930778503418]
12844,4, [0.6433132886886597 -0.045615557581186295 -0.2268643081188202 0.6502484083175659 -0.10734529048204422]
1286,405, [0.035414569079875946 0.29194918274879456 -0.31572091579437256 1.1353613138198853 0.004980775527656078]
12876,115, [0.2185092568397522 -0.01388653926551342 0.13260045647621155 0.03613141179084778 0.7978010177612305]
12899,5, [0.10691510140895844 0.013396726921200752 -0.04422476142644882 0.176157146692276 0.5694915056228638]
1290,6, [0.8080182671546936 -0.6036269664764404 1.432389497756958 -0.36849868297576904 -0.339038223028183]
12920,25, [0.16025368869304657 0.6255247592926025 0.7372972369194031 0.6688646674156189 0.7117724418640137]
12934,4, [-1.1165827512741089 -0.9603348970413208 0.18986642360687256 -0.18635369837284088 0.3631137013435364]
12939,40, [-0.7716878056526184 0.32729679346084595 0.6608849167823792 0.09999170154333115 -0.10674537718296051]
12943,18, [-0.3990592658519745 -0.23571282625198364 0.5540724396705627 -0.5461644530296326 0.5336136817932129]
1295,4, [-0.14077791571617126 0.0929330587387085 0.09873653948307037 -0.0027472320944070816 -0.04074399918317795]
12970,4, [0.15927055478096008 -0.2977675795555115 0.5096026659011841 0.8323596119880676 0.27855658531188965]
13005,2, [0.29665976762771606 0.16569171845912933 0.3146662414073944 -0.035384226590394974 -0.022184045985341072]
13028,2, [0.11022840440273285 -0.07267993688583374 0.012905444018542767 -0.048042312264442444 0.3083725571632385]
1303,45, [0.09655869752168655 -0.12822605669498444 -0.24170666933059692 0.5942819118499756 -0.49148547649383545]
13041,12, [-0.20476387441158295 -0.07242316752672195 -0.14068858325481415 0.17639011144638062 0.1549021452665329]
13046,3, [-0.07456188648939133 -0.01830013282597065 0.04711129143834114 0.09828063100576401 -0.06414671987295151]
13073,1, [0.08107738196849823 -0.20088164508342743 -0.4550710618495941 0.435025155544281 0.2824169397354126]
13091,30, [0.7236929535865784 -0.02993636019527912 0.26617902517318726 0.8307314515113831 0.9434672594070435]
13096,40, [-0.20715810358524323 0.6853719353675842 -0.7657888531684875 -1.2022333145141602 0.41078028082847595]
13113,35, [0.05601568892598152 -0.6505535840988159 0.005490519572049379 0.6368796825408936 0.5866380333900452]
13118,35, [0.22958625853061676 0.2538914084434509 -0.8159816265106201 0.19196860492229462 0.3910221755504608]
13122,4, [0.19112196564674377 0.28901612758636475 0.7037977576255798 0.03126439452171326 0.13426783680915833]
13154,1, [0.11649860441684723 0.0648709163069725 0.02408493123948574 0.08622045814990997 -0.1051492765545845]
13168,20, [0.6380028128623962 0.32517170906066895 0.45913830399513245 0.1809941530227661 0.9275939464569092]
1317,535, [0.4072721600532532 0.2459312230348587 0.061753012239933014 0.7846823334693909 0.3944213092327118]
13190,2, [0.10729742795228958 -0.19083666801452637 0.3065323829650879 0.028975583612918854 0.14031720161437988]
13203,1, [0.005287571344524622 0.03526807203888893 0.010880894027650356 -0.004911601543426514 -0.07129077613353729]
13208,1, [-0.348942369222641 -0.10618870705366135 0.01387061644345522 -0.37901103496551514 0.3468586206436157]
13262,2, [-0.14008845388889313 -0.12415151298046112 0.27828481793403625 0.1521364450454712 -0.1612098217010498]
13280,1, [0.5147098898887634 0.06926296651363373 0.07020799070596695 -0.31397703289985657 -0.2769339680671692]
1330,10, [0.685799241065979 -0.6201475858688354 0.934508740901947 0.11543393135070801 0.5410067439079285]
13307,1, [-0.03478112071752548 0.6224352717399597 0.9772505760192871 0.2661896049976349 0.5612494349479675]
13311,1, [-0.032121337950229645 -0.0891144648194313 0.0077150603756308556 0.02250153198838234 -0.02734598144888878]
13334,4, [0.33482420444488525 0.1817259043455124 -0.010201886296272278 0.5246976017951965 -0.07496404647827148]
13339,3, [-0.1524180769920349 0.13875071704387665 0.1701153814792633 -0.017507929354906082 0.5220105648040771]
13348,8, [0.25159940123558044 -0.05156323313713074 -0.1151750236749649 -0.5470585227012634 0.29742172360420227]
1335,2, [-0.0725778192281723 0.13402427732944489 0.039594728499650955 0.38883304595947266 -0.062489524483680725]
13370,1, [0.6684272885322571 0.6842879056930542 -1.3744635581970215 -0.23240838944911957 -0.24595797061920166]
13375,4, [0.07599439471960068 0.0031093477737158537 0.1048896312713623 0.10122721642255783 -0.06291475147008896]
1344,110, [0.3928142189979553 -0.6378878951072693 0.2270035594701767 -0.03582095354795456 -0.24464261531829834]
13451,3, [0.587795615196228 0.6821435689926147 1.3407472372055054 -0.5668318867683411 -0.2940758466720581]
